Comment,Id,Language_Type,Part1,Part2b,Part2t,Ref_Name,Scope
,kho,H,,kho,kho,Khotanese,I
,khp,L,,,,Kapori,I
,khq,L,,,,Koyra Chiini Songhay,I
,khr,L,,,,Kharia,I
,khs,L,,,,Kasua,I
,kht,L,,,,Khamti,I
,khu,L,,,,Nkhumbi,I
,khv,L,,,,Khvarshi,I
,khw,L,,,,Khowar,I
,khx,L,,,,Kanu,I
,khy,L,,,,Kele (Democratic Republic of Congo),I
,khz,L,,,,Keapara,I
,kia,L,,,,Kim,I
,kib,L,,,,Koalib,I
,kic,L,,,,Kickapoo,I
,kid,L,,,,Koshin,I
,kie,L,,,,Kibet,I
,kif,L,,,,Eastern Parbate Kham,I
,kig,L,,,,Kimaama,I
,kih,L,,,,Kilmeri,I
,kii,E,,,,Kitsai,I
,kij,L,,,,Kilivila,I
,kik,L,ki,kik,kik,Kikuyu,I
,kil,L,,,,Kariya,I
,kim,L,,,,Karagas,I
,kin,L,rw,kin,kin,Kinyarwanda,I
,kio,L,,,,Kiowa,I
,kip,L,,,,Sheshi Kham,I
,kiq,L,,,,Kosadle,I
,kir,L,ky,kir,kir,Kirghiz,I
,kis,L,,,,Kis,I
,kit,L,,,,Agob,I
,kiu,L,,,,Kirmanjki (individual language),I
,kiv,L,,,,Kimbu,I
,kiw,L,,,,Northeast Kiwai,I
,kix,L,,,,Khiamniungan Naga,I
,kiy,L,,,,Kirikiri,I
,kiz,L,,,,Kisi,I
,kja,L,,,,Mlap,I
,kjb,L,,,,Q'anjob'al,I
,kjc,L,,,,Coastal Konjo,I
,kjd,L,,,,Southern Kiwai,I
,kje,L,,,,Kisar,I
,kjg,L,,,,Khmu,I
,kjh,L,,,,Khakas,I
,kji,L,,,,Zabana,I
,kjj,L,,,,Khinalugh,I
,kjk,L,,,,Highland Konjo,I
,kjl,L,,,,Western Parbate Kham,I
,kjm,L,,,,Kháng,I
,kjn,L,,,,Kunjen,I
,kjo,L,,,,Harijan Kinnauri,I
,kjp,L,,,,Pwo Eastern Karen,I
,kjq,L,,,,Western Keres,I
,kjr,L,,,,Kurudu,I
,kjs,L,,,,East Kewa,I
,kjt,L,,,,Phrae Pwo Karen,I
,kju,L,,,,Kashaya,I
,kjv,H,,,,Kaikavian Literary Language,I
,kjx,L,,,,Ramopa,I
,kjy,L,,,,Erave,I
,kjz,L,,,,Bumthangkha,I
,kka,L,,,,Kakanda,I
,kkb,L,,,,Kwerisa,I
,kkc,L,,,,Odoodee,I
,kkd,L,,,,Kinuku,I
,kke,L,,,,Kakabe,I
,kkf,L,,,,Kalaktang Monpa,I
,kkg,L,,,,Mabaka Valley Kalinga,I
,kkh,L,,,,Khün,I
,kki,L,,,,Kagulu,I
,kkj,L,,,,Kako,I
,kkk,L,,,,Kokota,I
,kkl,L,,,,Kosarek Yale,I
,kkm,L,,,,Kiong,I
,kkn,L,,,,Kon Keu,I
,kko,L,,,,Karko,I
,kkp,L,,,,Gugubera,I
,kkq,L,,,,Kaeku,I
,kkr,L,,,,Kir-Balar,I
,kks,L,,,,Giiwo,I
,kkt,L,,,,Koi,I
,kku,L,,,,Tumi,I
,kkv,L,,,,Kangean,I
,kkw,L,,,,Teke-Kukuya,I
,kkx,L,,,,Kohin,I
,kky,L,,,,Guugu Yimidhirr,I
,kkz,L,,,,Kaska,I
,kla,E,,,,Klamath-Modoc,I
,klb,L,,,,Kiliwa,I
,klc,L,,,,Kolbila,I
,kld,L,,,,Gamilaraay,I
,kle,L,,,,Kulung (Nepal),I
,klf,L,,,,Kendeje,I
,klg,L,,,,Tagakaulo,I
,klh,L,,,,Weliki,I
,kli,L,,,,Kalumpang,I
,klj,L,,,,Khalaj,I
,klk,L,,,,Kono (Nigeria),I
,kll,L,,,,Kagan Kalagan,I
,klm,L,,,,Migum,I
,kln,L,,,,Kalenjin,M
,klo,L,,,,Kapya,I
,klp,L,,,,Kamasa,I
,klq,L,,,,Rumu,I
,klr,L,,,,Khaling,I
,kls,L,,,,Kalasha,I
,klt,L,,,,Nukna,I
,klu,L,,,,Klao,I
,klv,L,,,,Maskelynes,I
,klw,L,,,,Tado,I
,klx,L,,,,Koluwawa,I
,kly,L,,,,Kalao,I
,klz,L,,,,Kabola,I
,kma,L,,,,Konni,I
,kmb,L,,kmb,kmb,Kimbundu,I
,kmc,L,,,,Southern Dong,I
,kmd,L,,,,Majukayang Kalinga,I
,kme,L,,,,Bakole,I
,kmf,L,,,,Kare (Papua New Guinea),I
,kmg,L,,,,Kâte,I
,kmh,L,,,,Kalam,I
,kmi,L,,,,Kami (Nigeria),I
,kmj,L,,,,Kumarbhag Paharia,I
,kmk,L,,,,Limos Kalinga,I
,kml,L,,,,Tanudan Kalinga,I
,kmm,L,,,,Kom (India),I
,kmn,L,,,,Awtuw,I
,kmo,L,,,,Kwoma,I
,kmp,L,,,,Gimme,I
,kmq,L,,,,Kwama,I
,kmr,L,,,,Northern Kurdish,I
,kms,L,,,,Kamasau,I
,kmt,L,,,,Kemtuik,I
,kmu,L,,,,Kanite,I
,kmv,L,,,,Karipúna Creole French,I
,kmw,L,,,,Komo (Democratic Republic of Congo),I
,kmx,L,,,,Waboda,I
,kmy,L,,,,Koma,I
,kmz,L,,,,Khorasani Turkish,I
,kna,L,,,,Dera (Nigeria),I
,knb,L,,,,Lubuagan Kalinga,I
,knc,L,,,,Central Kanuri,I
,knd,L,,,,Konda,I
,kne,L,,,,Kankanaey,I
,knf,L,,,,Mankanya,I
,kng,L,,,,Koongo,I
,kni,L,,,,Kanufi,I
,knj,L,,,,Western Kanjobal,I
,knk,L,,,,Kuranko,I
,knl,L,,,,Keninjal,I
,knm,L,,,,Kanamarí,I
,knn,L,,,,Konkani (individual language),I
,kno,L,,,,Kono (Sierra Leone),I
,knp,L,,,,Kwanja,I
,knq,L,,,,Kintaq,I
,knr,L,,,,Kaningra,I
,kns,L,,,,Kensiu,I
,knt,L,,,,Panoan Katukína,I
,knu,L,,,,Kono (Guinea),I
,knv,L,,,,Tabo,I
,knw,L,,,,Kung-Ekoka,I
,knx,L,,,,Kendayan,I
,kny,L,,,,Kanyok,I
,knz,L,,,,Kalamsé,I
,koa,L,,,,Konomala,I
,koc,E,,,,Kpati,I
,kod,L,,,,Kodi,I
,koe,L,,,,Kacipo-Bale Suri,I
,kof,E,,,,Kubi,I
,kog,L,,,,Cogui,I
,koh,L,,,,Koyo,I
,koi,L,,,,Komi-Permyak,I
,kok,L,,kok,kok,Konkani (macrolanguage),M
,kol,L,,,,Kol (Papua New Guinea),I
,kom,L,kv,kom,kom,Komi,M
,kon,L,kg,kon,kon,Kongo,M
,koo,L,,,,Konzo,I
,kop,L,,,,Waube,I
,koq,L,,,,Kota (Gabon),I
,kor,L,ko,kor,kor,Korean,I
,kos,L,,kos,kos,Kosraean,I
,kot,L,,,,Lagwan,I
,kou,L,,,,Koke,I
,kov,L,,,,Kudu-Camo,I
,kow,L,,,,Kugama,I
,koy,L,,,,Koyukon,I
,koz,L,,,,Korak,I
,kpa,L,,,,Kutto,I
,kpb,L,,,,Mullu Kurumba,I
,kpc,L,,,,Curripaco,I
,kpd,L,,,,Koba,I
,kpe,L,,kpe,kpe,Kpelle,M
,kpf,L,,,,Komba,I
,kpg,L,,,,Kapingamarangi,I
,kph,L,,,,Kplang,I
,kpi,L,,,,Kofei,I
,kpj,L,,,,Karajá,I
,kpk,L,,,,Kpan,I
,kpl,L,,,,Kpala,I
,kpm,L,,,,Koho,I
,kpn,E,,,,Kepkiriwát,I
,kpo,L,,,,Ikposo,I
,kpq,L,,,,Korupun-Sela,I
,kpr,L,,,,Korafe-Yegha,I
,kps,L,,,,Tehit,I
,kpt,L,,,,Karata,I
,kpu,L,,,,Kafoa,I
,kpv,L,,,,Komi-Zyrian,I
,kpw,L,,,,Kobon,I
,kpx,L,,,,Mountain Koiali,I
,kpy,L,,,,Koryak,I
,kpz,L,,,,Kupsabiny,I
,kqa,L,,,,Mum,I
,kqb,L,,,,Kovai,I
,kqc,L,,,,Doromu-Koki,I
,kqd,L,,,,Koy Sanjaq Surat,I
,kqe,L,,,,Kalagan,I
,kqf,L,,,,Kakabai,I
,kqg,L,,,,Khe,I
,kqh,L,,,,Kisankasa,I
,kqi,L,,,,Koitabu,I
,kqj,L,,,,Koromira,I
,kqk,L,,,,Kotafon Gbe,I
,kql,L,,,,Kyenele,I
,kqm,L,,,,Khisa,I
,kqn,L,,,,Kaonde,I
,kqo,L,,,,Eastern Krahn,I
,kqp,L,,,,Kimré,I
,kqq,L,,,,Krenak,I
,kqr,L,,,,Kimaragang,I
,kqs,L,,,,Northern Kissi,I
,kqt,L,,,,Klias River Kadazan,I
,kqu,E,,,,Seroa,I
,kqv,L,,,,Okolod,I
,kqw,L,,,,Kandas,I
,kqx,L,,,,Mser,I
,kqy,L,,,,Koorete,I
,kqz,E,,,,Korana,I
,kra,L,,,,Kumhali,I
,krb,E,,,,Karkin,I
,krc,L,,krc,krc,Karachay-Balkar,I
,krd,L,,,,Kairui-Midiki,I
,kre,L,,,,Panará,I
,krf,L,,,,Koro (Vanuatu),I
,krh,L,,,,Kurama,I
,kri,L,,,,Krio,I
,krj,L,,,,Kinaray-A,I
,krk,E,,,,Kerek,I
,krl,L,,krl,krl,Karelian,I
,krn,L,,,,Sapo,I
,krp,L,,,,Durop,I
,krr,L,,,,Krung,I
,krs,L,,,,Gbaya (Sudan),I
,krt,L,,,,Tumari Kanuri,I
,kru,L,,kru,kru,Kurukh,I
,krv,L,,,,Kavet,I
,krw,L,,,,Western Krahn,I
,krx,L,,,,Karon,I
,kry,L,,,,Kryts,I
,krz,L,,,,Sota Kanum,I
,ksb,L,,,,Shambala,I
,ksc,L,,,,Southern Kalinga,I
,ksd,L,,,,Kuanua,I
,kse,L,,,,Kuni,I
,ksf,L,,,,Bafia,I
,ksg,L,,,,Kusaghe,I
,ksh,L,,,,Kölsch,I
,ksi,L,,,,Krisa,I
,ksj,L,,,,Uare,I
,ksk,L,,,,Kansa,I
,ksl,L,,,,Kumalu,I
,ksm,L,,,,Kumba,I
,ksn,L,,,,Kasiguranin,I
,kso,L,,,,Kofa,I
,ksp,L,,,,Kaba,I
,ksq,L,,,,Kwaami,I
,ksr,L,,,,Borong,I
,kss,L,,,,Southern Kisi,I
,kst,L,,,,Winyé,I
,ksu,L,,,,Khamyang,I
,ksv,L,,,,Kusu,I
,ksw,L,,,,S'gaw Karen,I
,ksx,L,,,,Kedang,I
,ksy,L,,,,Kharia Thar,I
,ksz,L,,,,Kodaku,I
,kta,L,,,,Katua,I
,ktb,L,,,,Kambaata,I
,ktc,L,,,,Kholok,I
,ktd,L,,,,Kokata,I
,kte,L,,,,Nubri,I
,ktf,L,,,,Kwami,I
,ktg,E,,,,Kalkutung,I
,kth,L,,,,Karanga,I
,kti,L,,,,North Muyu,I
,ktj,L,,,,Plapo Krumen,I
,ktk,E,,,,Kaniet,I
,ktl,L,,,,Koroshi,I
,ktm,L,,,,Kurti,I
,ktn,L,,,,Karitiâna,I
,kto,L,,,,Kuot,I
,ktp,L,,,,Kaduo,I
,ktq,E,,,,Katabaga,I
,kts,L,,,,South Muyu,I
,ktt,L,,,,Ketum,I
,ktu,L,,,,Kituba (Democratic Republic of Congo),I
,ktv,L,,,,Eastern Katu,I
,ktw,E,,,,Kato,I
,ktx,L,,,,Kaxararí,I
,kty,L,,,,Kango (Bas-Uélé District),I
,ktz,L,,,,Juǀʼhoan,I
,kua,L,kj,kua,kua,Kuanyama,I
,kub,L,,,,Kutep,I
,kuc,L,,,,Kwinsu,I
,kud,L,,,,'Auhelawa,I
,kue,L,,,,Kuman (Papua New Guinea),I
,kuf,L,,,,Western Katu,I
,kug,L,,,,Kupa,I
,kuh,L,,,,Kushi,I
,kui,L,,,,Kuikúro-Kalapálo,I
,kuj,L,,,,Kuria,I
,kuk,L,,,,Kepo',I
,kul,L,,,,Kulere,I
,kum,L,,kum,kum,Kumyk,I
,kun,L,,,,Kunama,I
,kuo,L,,,,Kumukio,I
,kup,L,,,,Kunimaipa,I
,kuq,L,,,,Karipuna,I
,kur,L,ku,kur,kur,Kurdish,M
,kus,L,,,,Kusaal,I
,kut,L,,kut,kut,Kutenai,I
,kuu,L,,,,Upper Kuskokwim,I
,kuv,L,,,,Kur,I
,kuw,L,,,,Kpagua,I
,kux,L,,,,Kukatja,I
,kuy,L,,,,Kuuku-Ya'u,I
,kuz,E,,,,Kunza,I
,kva,L,,,,Bagvalal,I
,kvb,L,,,,Kubu,I
,kvc,L,,,,Kove,I
,kvd,L,,,,Kui (Indonesia),I
,kve,L,,,,Kalabakan,I
,kvf,L,,,,Kabalai,I
,kvg,L,,,,Kuni-Boazi,I
,kvh,L,,,,Komodo,I
,kvi,L,,,,Kwang,I
,kvj,L,,,,Psikye,I
,kvk,L,,,,Korean Sign Language,I
,kvl,L,,,,Kayaw,I
,kvm,L,,,,Kendem,I
,kvn,L,,,,Border Kuna,I
,kvo,L,,,,Dobel,I
,kvp,L,,,,Kompane,I
,kvq,L,,,,Geba Karen,I
,kvr,L,,,,Kerinci,I
,kvt,L,,,,Lahta Karen,I
,kvu,L,,,,Yinbaw Karen,I
,kvv,L,,,,Kola,I
,kvw,L,,,,Wersing,I
,kvx,L,,,,Parkari Koli,I
,kvy,L,,,,Yintale Karen,I
,kvz,L,,,,Tsakwambo,I
,kwa,L,,,,Dâw,I
,kwb,L,,,,Kwa,I
,kwc,L,,,,Likwala,I
,kwd,L,,,,Kwaio,I
,kwe,L,,,,Kwerba,I
,kwf,L,,,,Kwara'ae,I
,kwg,L,,,,Sara Kaba Deme,I
,kwh,L,,,,Kowiai,I
,kwi,L,,,,Awa-Cuaiquer,I
,kwj,L,,,,Kwanga,I
,kwk,L,,,,Kwak'wala,I
,kwl,L,,,,Kofyar,I
,kwm,L,,,,Kwambi,I
,kwn,L,,,,Kwangali,I
,kwo,L,,,,Kwomtari,I
,kwp,L,,,,Kodia,I
,kwr,L,,,,Kwer,I
,kws,L,,,,Kwese,I
,kwt,L,,,,Kwesten,I
,kwu,L,,,,Kwakum,I
,kwv,L,,,,Sara Kaba Náà,I
,kww,L,,,,Kwinti,I
,kwx,L,,,,Khirwar,I
,kwy,L,,,,San Salvador Kongo,I
,kwz,E,,,,Kwadi,I
,kxa,L,,,,Kairiru,I
,kxb,L,,,,Krobu,I
,kxc,L,,,,Konso,I
,kxd,L,,,,Brunei,I
,kxf,L,,,,Manumanaw Karen,I
,kxh,L,,,,Karo (Ethiopia),I
,kxi,L,,,,Keningau Murut,I
,kxj,L,,,,Kulfa,I
,kxk,L,,,,Zayein Karen,I
,kxm,L,,,,Northern Khmer,I
,kxn,L,,,,Kanowit-Tanjong Melanau,I
,kxo,E,,,,Kanoé,I
,kxp,L,,,,Wadiyara Koli,I
,kxq,L,,,,Smärky Kanum,I
,kxr,L,,,,Koro (Papua New Guinea),I
,kxs,L,,,,Kangjia,I
,kxt,L,,,,Koiwat,I
,kxv,L,,,,Kuvi,I
,kxw,L,,,,Konai,I
,kxx,L,,,,Likuba,I
,kxy,L,,,,Kayong,I
,kxz,L,,,,Kerewo,I
,kya,L,,,,Kwaya,I
,kyb,L,,,,Butbut Kalinga,I
,kyc,L,,,,Kyaka,I
,kyd,L,,,,Karey,I
,kye,L,,,,Krache,I
,kyf,L,,,,Kouya,I
,kyg,L,,,,Keyagana,I
,kyh,L,,,,Karok,I
,kyi,L,,,,Kiput,I
,kyj,L,,,,Karao,I
,kyk,L,,,,Kamayo,I
,kyl,L,,,,Kalapuya,I
,kym,L,,,,Kpatili,I
,kyn,L,,,,Northern Binukidnon,I
,kyo,L,,,,Kelon,I
,kyp,L,,,,Kang,I
,kyq,L,,,,Kenga,I
,kyr,L,,,,Kuruáya,I
,kys,L,,,,Baram Kayan,I
,kyt,L,,,,Kayagar,I
,kyu,L,,,,Western Kayah,I
,kyv,L,,,,Kayort,I
,kyw,L,,,,Kudmali,I
,kyx,L,,,,Rapoisi,I
,kyy,L,,,,Kambaira,I
,kyz,L,,,,Kayabí,I
,kza,L,,,,Western Karaboro,I
,kzb,L,,,,Kaibobo,I
,kzc,L,,,,Bondoukou Kulango,I
,kzd,L,,,,Kadai,I
,kze,L,,,,Kosena,I
,kzf,L,,,,Da'a Kaili,I
,kzg,L,,,,Kikai,I
,kzi,L,,,,Kelabit,I
,kzk,E,,,,Kazukuru,I
,kzl,L,,,,Kayeli,I
,kzm,L,,,,Kais,I
,kzn,L,,,,Kokola,I
,kzo,L,,,,Kaningi,I
,kzp,L,,,,Kaidipang,I
,kzq,L,,,,Kaike,I
,kzr,L,,,,Karang,I
,kzs,L,,,,Sugut Dusun,I
,kzu,L,,,,Kayupulau,I
,kzv,L,,,,Komyandaret,I
,kzw,E,,,,Karirí-Xocó,I
,kzx,E,,,,Kamarian,I
,kzy,L,,,,Kango (Tshopo District),I
,kzz,L,,,,Kalabra,I
,laa,L,,,,Southern Subanen,I
,lab,H,,,,Linear A,I
,lac,L,,,,Lacandon,I
,lad,L,,lad,lad,Ladino,I
,lae,L,,,,Pattani,I
,laf,L,,,,Lafofa,I
,lag,L,,,,Rangi,I
,lah,L,,lah,lah,Lahnda,M
,lai,L,,,,Lambya,I
,laj,L,,,,Lango (Uganda),I
,lal,L,,,,Lalia,I
,lam,L,,lam,lam,Lamba,I
,lan,L,,,,Laru,I
,lao,L,lo,lao,lao,Lao,I
,lap,L,,,,Laka (Chad),I
,laq,L,,,,Qabiao,I
,lar,L,,,,Larteh,I
,las,L,,,,Lama (Togo),I
,lat,H,la,lat,lat,Latin,I
,lau,L,,,,Laba,I
,lav,L,lv,lav,lav,Latvian,M
,law,L,,,,Lauje,I
,lax,L,,,,Tiwa,I
,lay,L,,,,Lama Bai,I
,laz,E,,,,Aribwatsa,I
,lbb,L,,,,Label,I
,lbc,L,,,,Lakkia,I
,lbe,L,,,,Lak,I
,lbf,L,,,,Tinani,I
,lbg,L,,,,Laopang,I
,lbi,L,,,,La'bi,I
,lbj,L,,,,Ladakhi,I
,lbk,L,,,,Central Bontok,I
,lbl,L,,,,Libon Bikol,I
,lbm,L,,,,Lodhi,I
,lbn,L,,,,Rmeet,I
,lbo,L,,,,Laven,I
,lbq,L,,,,Wampar,I
,lbr,L,,,,Lohorung,I
,lbs,L,,,,Libyan Sign Language,I
,lbt,L,,,,Lachi,I
,lbu,L,,,,Labu,I
,lbv,L,,,,Lavatbura-Lamusong,I
,lbw,L,,,,Tolaki,I
,lbx,L,,,,Lawangan,I
,lby,E,,,,Lamalama,I
,lbz,L,,,,Lardil,I
,lcc,L,,,,Legenyem,I
,lcd,L,,,,Lola,I
,lce,L,,,,Loncong,I
,lcf,L,,,,Lubu,I
,lch,L,,,,Luchazi,I
,lcl,L,,,,Lisela,I
,lcm,L,,,,Tungag,I
,lcp,L,,,,Western Lawa,I
,lcq,L,,,,Luhu,I
,lcs,L,,,,Lisabata-Nuniali,I
,lda,L,,,,Kla-Dan,I
,ldb,L,,,,Dũya,I
,ldd,L,,,,Luri,I
,ldg,L,,,,Lenyima,I
,ldh,L,,,,Lamja-Dengsa-Tola,I
,ldi,L,,,,Laari,I
,ldj,L,,,,Lemoro,I
,ldk,L,,,,Leelau,I
,ldl,L,,,,Kaan,I
,ldm,L,,,,Landoma,I
,ldn,C,,,,Láadan,I
,ldo,L,,,,Loo,I
,ldp,L,,,,Tso,I
,ldq,L,,,,Lufu,I
,lea,L,,,,Lega-Shabunda,I
,leb,L,,,,Lala-Bisa,I
,lec,L,,,,Leco,I
,led,L,,,,Lendu,I
,lee,L,,,,Lyélé,I
,lef,L,,,,Lelemi,I
,leh,L,,,,Lenje,I
,lei,L,,,,Lemio,I
,lej,L,,,,Lengola,I
,lek,L,,,,Leipon,I
,lel,L,,,,Lele (Democratic Republic of Congo),I
,lem,L,,,,Nomaande,I
,len,E,,,,Lenca,I
,leo,L,,,,Leti (Cameroon),I
,lep,L,,,,Lepcha,I
,leq,L,,,,Lembena,I
,ler,L,,,,Lenkau,I
,les,L,,,,Lese,I
,let,L,,,,Lesing-Gelimi,I
,leu,L,,,,Kara (Papua New Guinea),I
,lev,L,,,,Lamma,I
,lew,L,,,,Ledo Kaili,I
,lex,L,,,,Luang,I
,ley,L,,,,Lemolang,I
,lez,L,,lez,lez,Lezghian,I
,lfa,L,,,,Lefa,I
,lfn,C,,,,Lingua Franca Nova,I
,lga,L,,,,Lungga,I
,lgb,L,,,,Laghu,I
,lgg,L,,,,Lugbara,I
,lgh,L,,,,Laghuu,I
,lgi,L,,,,Lengilu,I
,lgk,L,,,,Lingarak,I
,lgl,L,,,,Wala,I
,lgm,L,,,,Lega-Mwenga,I
,lgn,L,,,,T'apo,I
,lgo,L,,,,Lango (South Sudan),I
,lgq,L,,,,Logba,I
,lgr,L,,,,Lengo,I
,lgs,L,,,,Guinea-Bissau Sign Language,I
,lgt,L,,,,Pahi,I
,lgu,L,,,,Longgu,I
,lgz,L,,,,Ligenza,I
,lha,L,,,,Laha (Viet Nam),I
,lhh,L,,,,Laha (Indonesia),I
,lhi,L,,,,Lahu Shi,I
,lhl,L,,,,Lahul Lohar,I
,lhm,L,,,,Lhomi,I
,lhn,L,,,,Lahanan,I
,lhp,L,,,,Lhokpu,I
,lhs,E,,,,Mlahsö,I
,lht,L,,,,Lo-Toga,I
,lhu,L,,,,Lahu,I
,lia,L,,,,West-Central Limba,I
,lib,L,,,,Likum,I
,lic,L,,,,Hlai,I
,lid,L,,,,Nyindrou,I
,lie,L,,,,Likila,I
,lif,L,,,,Limbu,I
,lig,L,,,,Ligbi,I
,lih,L,,,,Lihir,I
,lij,L,,,,Ligurian,I
,lik,L,,,,Lika,I
,lil,L,,,,Lillooet,I
,lim,L,li,lim,lim,Limburgan,I
,lin,L,ln,lin,lin,Lingala,I
,lio,L,,,,Liki,I
,lip,L,,,,Sekpele,I
,liq,L,,,,Libido,I
,lir,L,,,,Liberian English,I
,lis,L,,,,Lisu,I
,lit,L,lt,lit,lit,Lithuanian,I
,liu,L,,,,Logorik,I
,liv,L,,,,Liv,I
,liw,L,,,,Col,I
,lix,L,,,,Liabuku,I
,liy,L,,,,Banda-Bambari,I
,liz,L,,,,Libinza,I
,lja,E,,,,Golpa,I
,lje,L,,,,Rampi,I
,lji,L,,,,Laiyolo,I
,ljl,L,,,,Li'o,I
,ljp,L,,,,Lampung Api,I
,ljw,L,,,,Yirandali,I
,ljx,E,,,,Yuru,I
,lka,L,,,,Lakalei,I
,lkb,L,,,,Kabras,I
,lkc,L,,,,Kucong,I
,lkd,L,,,,Lakondê,I
,lke,L,,,,Kenyi,I
,lkh,L,,,,Lakha,I
,lki,L,,,,Laki,I
,lkj,L,,,,Remun,I
,lkl,L,,,,Laeko-Libuat,I
,lkm,E,,,,Kalaamaya,I
,lkn,L,,,,Lakon,I
,lko,L,,,,Khayo,I
,lkr,L,,,,Päri,I
,lks,L,,,,Kisa,I
,lkt,L,,,,Lakota,I
,lku,E,,,,Kungkari,I
,lky,L,,,,Lokoya,I
,lla,L,,,,Lala-Roba,I
,llb,L,,,,Lolo,I
,llc,L,,,,Lele (Guinea),I
,lld,L,,,,Ladin,I
,lle,L,,,,Lele (Papua New Guinea),I
,llf,E,,,,Hermit,I
,llg,L,,,,Lole,I
,llh,L,,,,Lamu,I
,lli,L,,,,Teke-Laali,I
,llj,E,,,,Ladji Ladji,I
,llk,E,,,,Lelak,I
,lll,L,,,,Lilau,I
,llm,L,,,,Lasalimu,I
,lln,L,,,,Lele (Chad),I
,llp,L,,,,North Efate,I
,llq,L,,,,Lolak,I
,lls,L,,,,Lithuanian Sign Language,I
,llu,L,,,,Lau,I
,llx,L,,,,Lauan,I
,lma,L,,,,East Limba,I
,lmb,L,,,,Merei,I
,lmc,E,,,,Limilngan,I
,lmd,L,,,,Lumun,I
,lme,L,,,,Pévé,I
,lmf,L,,,,South Lembata,I
,lmg,L,,,,Lamogai,I
,lmh,L,,,,Lambichhong,I
,lmi,L,,,,Lombi,I
,lmj,L,,,,West Lembata,I
,lmk,L,,,,Lamkang,I
,lml,L,,,,Hano,I
,lmn,L,,,,Lambadi,I
,lmo,L,,,,Lombard,I
,lmp,L,,,,Limbum,I
,lmq,L,,,,Lamatuka,I
,lmr,L,,,,Lamalera,I
,lmu,L,,,,Lamenu,I
,lmv,L,,,,Lomaiviti,I
,lmw,L,,,,Lake Miwok,I
,lmx,L,,,,Laimbue,I
,lmy,L,,,,Lamboya,I
,lna,L,,,,Langbashe,I
,lnb,L,,,,Mbalanhu,I
,lnd,L,,,,Lundayeh,I
,lng,H,,,,Langobardic,I
,lnh,L,,,,Lanoh,I
,lni,L,,,,Daantanai',I
,lnj,E,,,,Leningitij,I
,lnl,L,,,,South Central Banda,I
,lnm,L,,,,Langam,I
,lnn,L,,,,Lorediakarkar,I
,lns,L,,,,Lamnso',I
,lnu,L,,,,Longuda,I
,lnw,E,,,,Lanima,I
,lnz,L,,,,Lonzo,I
,loa,L,,,,Loloda,I
,lob,L,,,,Lobi,I
,loc,L,,,,Inonhan,I
,loe,L,,,,Saluan,I
,lof,L,,,,Logol,I
,log,L,,,,Logo,I
,loh,L,,,,Laarim,I
,loi,L,,,,Loma (Côte d'Ivoire),I
,loj,L,,,,Lou,I
,lok,L,,,,Loko,I
,lol,L,,lol,lol,Mongo,I
,lom,L,,,,Loma (Liberia),I
,lon,L,,,,Malawi Lomwe,I
,loo,L,,,,Lombo,I
,lop,L,,,,Lopa,I
,loq,L,,,,Lobala,I
,lor,L,,,,Téén,I
,los,L,,,,Loniu,I
,lot,L,,,,Otuho,I
,lou,L,,,,Louisiana Creole,I
,lov,L,,,,Lopi,I
,low,L,,,,Tampias Lobu,I
,lox,L,,,,Loun,I
,loy,L,,,,Loke,I
,loz,L,,loz,loz,Lozi,I
,lpa,L,,,,Lelepa,I
,lpe,L,,,,Lepki,I
,lpn,L,,,,Long Phuri Naga,I
,lpo,L,,,,Lipo,I
,lpx,L,,,,Lopit,I
,lqr,L,,,,Logir,I
,lra,L,,,,Rara Bakati',I
,lrc,L,,,,Northern Luri,I
,lre,E,,,,Laurentian,I
,lrg,E,,,,Laragia,I
,lri,L,,,,Marachi,I
,lrk,L,,,,Loarki,I
,lrl,L,,,,Lari,I
,lrm,L,,,,Marama,I
,lrn,L,,,,Lorang,I
,lro,L,,,,Laro,I
,lrr,L,,,,Southern Yamphu,I
,lrt,L,,,,Larantuka Malay,I
,lrv,L,,,,Larevat,I
,lrz,L,,,,Lemerig,I
,lsa,L,,,,Lasgerdi,I
,lsb,L,,,,Burundian Sign Language,I
,lsc,L,,,,Albarradas Sign Language,I
,lsd,L,,,,Lishana Deni,I
,lse,L,,,,Lusengo,I
,lsh,L,,,,Lish,I
,lsi,L,,,,Lashi,I
,lsl,L,,,,Latvian Sign Language,I
,lsm,L,,,,Saamia,I
,lsn,L,,,,Tibetan Sign Language,I
,lso,L,,,,Laos Sign Language,I
,lsp,L,,,,Panamanian Sign Language,I
,lsr,L,,,,Aruop,I
,lss,L,,,,Lasi,I
,lst,L,,,,Trinidad and Tobago Sign Language,I
,lsv,L,,,,Sivia Sign Language,I
,lsw,L,,,,Seychelles Sign Language,I
,lsy,L,,,,Mauritian Sign Language,I
,ltc,H,,,,Late Middle Chinese,I
,ltg,L,,,,Latgalian,I
,lth,L,,,,Thur,I
,lti,L,,,,Leti (Indonesia),I
,ltn,L,,,,Latundê,I
,lto,L,,,,Tsotso,I
,lts,L,,,,Tachoni,I
,ltu,L,,,,Latu,I
,ltz,L,lb,ltz,ltz,Luxembourgish,I
,lua,L,,lua,lua,Luba-Lulua,I
,lub,L,lu,lub,lub,Luba-Katanga,I
,luc,L,,,,Aringa,I
,lud,L,,,,Ludian,I
,lue,L,,,,Luvale,I
